timestamp,hour,day_of_week,temperature,rain,traffic_index,taxi_demand
2026-02-16 08:00:00,8,0,33.260687862857544,0,46.99662045613158,90
2026-02-16 09:00:00,9,0,34.810466981944714,0,61.57453466148606,91
2026-02-16 10:00:00,10,0,25.33471632370632,0,63.98962268820797,80
2026-02-16 11:00:00,11,0,25.65231718481488,1,79.72529077552737,86
2026-02-16 12:00:00,12,0,28.438499764378655,0,37.25067196302554,66
2026-02-16 13:00:00,13,0,30.230450672756785,0,52.293206112108514,66
2026-02-16 14:00:00,14,0,26.901731944931797,0,51.9994128715763,67
2026-02-16 15:00:00,15,0,34.408810715468576,0,44.33871556683425,65
2026-02-16 16:00:00,16,0,30.696267446073804,0,30.14971363054521,66
2026-02-16 17:00:00,17,0,29.157788192962958,0,78.64739379103055,114
2026-02-16 18:00:00,18,0,23.25636190452589,0,71.19903119999516,99
2026-02-16 19:00:00,19,0,23.73673673428997,0,49.89998169765423,100
2026-02-16 20:00:00,20,0,30.124037001127224,1,56.19472536104179,91
2026-02-16 21:00:00,21,0,20.469617495380653,1,33.63566321357974,62
2026-02-16 22:00:00,22,0,33.050549638576285,0,52.62722422350481,66
2026-02-16 23:00:00,23,0,28.36738462251072,0,61.69820798728855,67
2026-02-17 00:00:00,0,1,41.97237187837894,0,50.910021703195326,62
2026-02-17 01:00:00,1,1,38.23166500246444,0,79.41711023509647,83
2026-02-17 02:00:00,2,1,28.274203723009933,0,56.68049937486357,71
2026-02-17 03:00:00,3,1,28.57465198987474,0,42.25842275553014,68
2026-02-17 04:00:00,4,1,32.98232605600812,1,66.32912165695029,84
2026-02-17 05:00:00,5,1,35.81269043967215,0,30.227750694898525,63
2026-02-17 06:00:00,6,1,22.447883770255935,0,43.070948822375996,70
2026-02-17 07:00:00,7,1,21.854498138581253,0,40.81753702265515,85
2026-02-17 08:00:00,8,1,26.511860777782474,0,45.90842570646664,82
2026-02-17 09:00:00,9,1,31.33095033269546,0,66.90678955572358,102
2026-02-17 10:00:00,10,1,30.98749436203039,1,49.050381929804445,71
2026-02-17 11:00:00,11,1,33.2790858199354,0,67.64086701595777,72
2026-02-17 12:00:00,12,1,24.201209886538766,0,54.58933418839195,70
2026-02-17 13:00:00,13,1,19.73542454812449,0,40.52416607945332,61
2026-02-17 14:00:00,14,1,32.43205678120858,0,68.59872462100834,75
2026-02-17 15:00:00,15,1,25.68721490813906,0,34.29738023318549,65
2026-02-17 16:00:00,16,1,20.92604854244545,0,33.46297878798773,65
2026-02-17 17:00:00,17,1,29.580254983837527,0,50.27017544329014,90
2026-02-17 18:00:00,18,1,32.17270275287471,1,35.65095475772534,91
2026-02-17 19:00:00,19,1,28.51177147151489,0,20.54522209707298,88
2026-02-17 20:00:00,20,1,27.168606455270044,0,58.89785163792809,101
2026-02-17 21:00:00,21,1,28.362551071416373,0,50.66562928834388,80
2026-02-17 22:00:00,22,1,27.517668950396867,0,46.73106886958967,74
2026-02-17 23:00:00,23,1,23.607811552239333,0,78.01811087709892,86
2026-02-18 00:00:00,0,2,26.14127729203827,0,54.27195103777482,64
2026-02-18 01:00:00,1,2,31.08511962005526,0,71.80589466736308,82
2026-02-18 02:00:00,2,2,30.286714165506,0,28.36701417230961,61
2026-02-18 03:00:00,3,2,29.67223922386728,0,54.15238778776566,68
2026-02-18 04:00:00,4,2,25.01940607258648,1,72.07877760385418,84
2026-02-18 05:00:00,5,2,28.273987351457333,0,54.98634543679388,76
2026-02-18 06:00:00,6,2,20.29173981422858,0,63.08085068762009,77
2026-02-18 07:00:00,7,2,29.71390665554156,0,42.32261406873244,82
2026-02-18 08:00:00,8,2,34.71543083125427,1,25.546971022223996,88
2026-02-18 09:00:00,9,2,23.103471471831575,0,47.474017707624284,85
2026-02-18 10:00:00,10,2,26.65628930672898,0,43.668763450331454,68
2026-02-18 11:00:00,11,2,30.31642711484052,0,72.02361094273684,77
2026-02-18 12:00:00,12,2,34.01137053770994,0,34.639718141148336,62
2026-02-18 13:00:00,13,2,27.207101534799403,0,78.00405365210648,85
2026-02-18 14:00:00,14,2,26.230998682936416,0,77.48828718826977,75
2026-02-18 15:00:00,15,2,21.12430743033567,0,34.85789858428632,73
2026-02-18 16:00:00,16,2,29.413752517232425,0,40.88311732863923,57
2026-02-18 17:00:00,17,2,37.168304160574976,0,73.7333444524331,101
2026-02-18 18:00:00,18,2,30.109433847858703,0,77.99733325376644,108
2026-02-18 19:00:00,19,2,28.910884083265145,0,46.60634617016264,96
2026-02-18 20:00:00,20,2,30.288329243067942,0,39.25982273845387,90
2026-02-18 21:00:00,21,2,28.955631984205592,1,51.56564079509252,75
2026-02-18 22:00:00,22,2,25.74794251095948,1,61.26615238194409,81
2026-02-18 23:00:00,23,2,32.29311966271082,1,36.408470922498786,68
2026-02-19 00:00:00,0,3,29.903046092447017,0,64.18839047714437,82
2026-02-19 01:00:00,1,3,29.070453007734628,0,23.099441426878464,63
2026-02-19 02:00:00,2,3,25.098535890887,0,22.957669565864986,63
2026-02-19 03:00:00,3,3,34.214031727739034,0,43.177262308732715,62
2026-02-19 04:00:00,4,3,31.65881098133244,0,41.208391523643236,66
2026-02-19 05:00:00,5,3,26.788316650530792,0,38.93799292202914,64
2026-02-19 06:00:00,6,3,33.00729941472775,0,49.4611857601346,64
2026-02-19 07:00:00,7,3,27.00971664645917,0,39.24401493869428,87
2026-02-19 08:00:00,8,3,25.871986029955853,0,31.535475108085514,79
2026-02-19 09:00:00,9,3,25.961187530078853,1,38.56817294531605,93
2026-02-19 10:00:00,10,3,21.915725787647634,0,78.49425636861409,76
2026-02-19 11:00:00,11,3,30.886169521672823,0,44.66680501969091,76
2026-02-19 12:00:00,12,3,21.6754204866466,1,46.68276661150014,69
2026-02-19 13:00:00,13,3,24.08622467493695,0,54.5926993970684,72
2026-02-19 14:00:00,14,3,20.697647963685867,0,79.0004461048536,85
2026-02-19 15:00:00,15,3,28.655721228836427,0,34.49607658614578,60
2026-02-19 16:00:00,16,3,28.398718158912512,0,60.87692663194603,78
2026-02-19 17:00:00,17,3,27.693215147254545,1,62.95908161250345,99
2026-02-19 18:00:00,18,3,24.829689221317693,0,56.439465007583955,104
2026-02-19 19:00:00,19,3,24.31106498625344,0,25.314700378198644,85
2026-02-19 20:00:00,20,3,30.857479454186297,0,60.612336549654586,96
2026-02-19 21:00:00,21,3,26.79779227316605,0,23.84568266217053,58
2026-02-19 22:00:00,22,3,30.265433286144578,1,55.768558972993816,81
2026-02-19 23:00:00,23,3,25.45900525550311,0,64.37487063330457,72
2026-02-20 00:00:00,0,4,29.72425097108433,0,32.65819343719703,59
2026-02-20 01:00:00,1,4,34.213112149264255,0,70.49732045256644,77
2026-02-20 02:00:00,2,4,31.344663201571134,0,21.821228331980254,52
2026-02-20 03:00:00,3,4,27.35034472713408,1,70.62877181949837,92
2026-02-20 04:00:00,4,4,30.028795881423708,0,47.6197430385659,66
2026-02-20 05:00:00,5,4,28.037339301879147,0,33.05527639589867,67
2026-02-20 06:00:00,6,4,29.031520738778912,0,28.02668869963808,62
2026-02-20 07:00:00,7,4,27.697555791405986,0,77.19843005494235,95
2026-02-20 08:00:00,8,4,28.342659176458437,0,24.359935254869402,79
2026-02-20 09:00:00,9,4,29.848373412296702,1,31.94560519615554,91
2026-02-20 10:00:00,10,4,25.0265652016722,0,40.86934084598276,65
2026-02-20 11:00:00,11,4,24.936484692040086,1,57.21409093766723,83
2026-02-20 12:00:00,12,4,23.445829784675155,0,52.6880651165659,76
2026-02-20 13:00:00,13,4,22.59891558198516,0,27.53860954473884,65
2026-02-20 14:00:00,14,4,24.130869231118083,0,37.383679024292874,62
2026-02-20 15:00:00,15,4,29.637850027216516,0,34.325106265161445,58
2026-02-20 16:00:00,16,4,25.428849938032464,1,32.81257126942048,65
2026-02-20 17:00:00,17,4,31.054457856924387,0,44.66866018879922,93
2026-02-20 18:00:00,18,4,29.13885499501025,0,62.24188715549941,102
2026-02-20 19:00:00,19,4,21.125983146247783,0,33.047175933034154,77
2026-02-20 20:00:00,20,4,31.61990233688676,0,42.000732782178886,91
2026-02-20 21:00:00,21,4,32.24319458236684,0,43.45504561046974,68
2026-02-20 22:00:00,22,4,25.02454930066059,0,78.58739176612461,80
2026-02-20 23:00:00,23,4,30.680766171579968,0,77.27998141274414,87
2026-02-21 00:00:00,0,5,25.574007050363203,0,68.00825496512456,79
2026-02-21 01:00:00,1,5,29.390681506993342,0,34.49953524915111,70
2026-02-21 02:00:00,2,5,23.94200637218014,0,24.082238845500182,58
2026-02-21 03:00:00,3,5,21.827574189861693,0,39.014248263237484,70
2026-02-21 04:00:00,4,5,27.468731241548124,0,36.00767296602985,72
2026-02-21 05:00:00,5,5,28.505084214900656,1,50.35554800878363,81
2026-02-21 06:00:00,6,5,27.409281225541584,0,66.66367460406758,71
2026-02-21 07:00:00,7,5,24.26387776710976,0,71.49937633273149,97
2026-02-21 08:00:00,8,5,27.40040375147545,0,70.6918451246305,96
2026-02-21 09:00:00,9,5,30.077179010322936,0,41.58053367338407,89
2026-02-21 10:00:00,10,5,28.82042787950985,0,61.23406060764098,77
2026-02-21 11:00:00,11,5,29.730004122396853,0,38.7700518514532,61
2026-02-21 12:00:00,12,5,26.31953919818307,0,23.65433259411096,59
2026-02-21 13:00:00,13,5,33.68687165886464,0,62.093915936176536,64
2026-02-21 14:00:00,14,5,24.295306653780877,0,20.58965315418727,65
2026-02-21 15:00:00,15,5,30.950241188346876,1,44.550955247509314,70
2026-02-21 16:00:00,16,5,33.72756437183985,1,39.762756158124546,71
2026-02-21 17:00:00,17,5,30.92363237099558,0,61.602652311131145,98
2026-02-21 18:00:00,18,5,28.18990309174068,0,65.97472836562274,107
2026-02-21 19:00:00,19,5,26.886811813348082,1,38.24567815827703,81
2026-02-21 20:00:00,20,5,33.14435060418502,0,68.69762086669121,102
2026-02-21 21:00:00,21,5,23.308100298953306,1,37.63500563029602,69
2026-02-21 22:00:00,22,5,25.119502958481426,0,46.779581599193676,66
2026-02-21 23:00:00,23,5,27.409768938033114,1,63.62111162084803,89
2026-02-22 00:00:00,0,6,33.95061503004799,0,61.57521375348731,70
2026-02-22 01:00:00,1,6,30.519070544163583,1,79.24210833873201,90
2026-02-22 02:00:00,2,6,25.12781696595902,0,33.50966145295591,65
2026-02-22 03:00:00,3,6,27.758769178460387,0,59.739074812374945,80
2026-02-22 04:00:00,4,6,26.54270742361482,1,56.58091449654664,74
2026-02-22 05:00:00,5,6,26.16084403106586,0,74.9059072694018,76
2026-02-22 06:00:00,6,6,32.91555823422712,0,29.381728498692503,67
2026-02-22 07:00:00,7,6,23.51302748294598,0,65.10788981521597,98
2026-02-22 08:00:00,8,6,35.435123422937494,0,54.0961169761261,83
2026-02-22 09:00:00,9,6,32.31291876073849,1,36.47995218727432,86
2026-02-22 10:00:00,10,6,33.36344668241479,0,48.466094848830444,71
2026-02-22 11:00:00,11,6,27.148241951898967,0,40.026595824187865,70
2026-02-22 12:00:00,12,6,28.400237123683564,0,54.75880416730765,68
2026-02-22 13:00:00,13,6,23.26739274190115,0,73.34003664887996,64
2026-02-22 14:00:00,14,6,26.90135037173279,0,54.15829906473212,74
2026-02-22 15:00:00,15,6,30.974619390572602,0,57.90334509959504,67
2026-02-22 16:00:00,16,6,34.184252247125585,0,51.12487082688257,60
2026-02-22 17:00:00,17,6,24.571372732790195,1,23.069930386728554,75
2026-02-22 18:00:00,18,6,27.537976252058936,0,33.971513412565656,92
2026-02-22 19:00:00,19,6,28.39480311906991,0,49.520103765924965,95
2026-02-22 20:00:00,20,6,23.416843191230058,1,38.61411702468229,94
2026-02-22 21:00:00,21,6,31.3653969670336,0,30.905815865671652,69
2026-02-22 22:00:00,22,6,26.104038673029564,1,50.2479705151063,78
2026-02-22 23:00:00,23,6,28.218438595291904,0,39.36858760687102,73
2026-02-23 00:00:00,0,0,27.192202512352488,1,35.48645859040488,62
2026-02-23 01:00:00,1,0,25.842645977121304,0,47.83912504642285,68
2026-02-23 02:00:00,2,0,28.971820058077782,1,27.99705548493039,58
2026-02-23 03:00:00,3,0,28.13756168572791,0,75.66474398452443,79
2026-02-23 04:00:00,4,0,27.512568470885338,0,72.06212587515435,77
2026-02-23 05:00:00,5,0,26.086153513278628,0,62.45723514443212,78
2026-02-23 06:00:00,6,0,30.278098683131823,0,26.37282965530737,60
2026-02-23 07:00:00,7,0,35.61446907396914,0,66.55263526818158,99
2026-02-23 08:00:00,8,0,29.55954893135651,0,68.47743968654115,100
2026-02-23 09:00:00,9,0,32.98447285964451,0,66.06587706286027,107
2026-02-23 10:00:00,10,0,23.43911229938615,0,26.837953227154472,59
2026-02-23 11:00:00,11,0,29.631045757175077,0,58.634477424065885,68
2026-02-23 12:00:00,12,0,24.610526724115733,0,70.05948774496392,79
2026-02-23 13:00:00,13,0,23.092300289872394,0,54.64120407318006,67
2026-02-23 14:00:00,14,0,26.042514370163854,0,58.78444251368534,80
2026-02-23 15:00:00,15,0,33.767597337654294,0,47.501808765578375,67
2026-02-23 16:00:00,16,0,32.80006331467858,0,51.72243919304316,67
2026-02-23 17:00:00,17,0,29.972018888217598,0,22.06261150110351,81
2026-02-23 18:00:00,18,0,22.869197760440276,0,58.33778131839708,101
2026-02-23 19:00:00,19,0,28.21487739444825,1,24.88683277346955,89
2026-02-23 20:00:00,20,0,30.206800035606943,0,46.10087566041341,90
2026-02-23 21:00:00,21,0,29.702144918314392,0,37.55930586004447,73
2026-02-23 22:00:00,22,0,21.624825666077015,0,52.72567701270278,66
2026-02-23 23:00:00,23,0,25.438728607920513,0,28.004980131392426,61
2026-02-24 00:00:00,0,1,28.743688943405132,0,61.49860411839909,77
2026-02-24 01:00:00,1,1,31.14516363806876,0,67.70069221570822,68
2026-02-24 02:00:00,2,1,20.215488715600216,0,29.80126698458939,64
2026-02-24 03:00:00,3,1,28.351504098080568,0,26.258785241112932,55
2026-02-24 04:00:00,4,1,29.572195079515808,0,28.73092896724155,65
2026-02-24 05:00:00,5,1,32.39844795406485,0,72.6276537139101,74
2026-02-24 06:00:00,6,1,31.77143033694975,0,51.69135570538137,74
2026-02-24 07:00:00,7,1,31.33028527523522,0,48.03565976045016,94
2026-02-24 08:00:00,8,1,25.800237973192264,1,26.402709146141255,89
2026-02-24 09:00:00,9,1,21.367991451506768,0,58.97336040541771,94
2026-02-24 10:00:00,10,1,27.427788971754396,0,72.07997551370539,77
2026-02-24 11:00:00,11,1,33.00652730083424,1,69.69115215940718,79
